id,price,accommodates,host_total_listings_count,bedrooms,calculated_host_listings_count,host_is_superhost,neighbour
7387687,28,2,1,1,1,f,Haringey
7847545,28,2,1,1,1,f,Waltham Forest
7862390,28,2,1,1,1,f,Hackney
7944215,28,1,1,1,1,f,Barnet
8125488,28,2,1,1,1,f,Greenwich
8188779,28,2,1,1,1,f,Tower Hamlets
8349559,28,1,1,1,1,f,Southwark
8359093,28,1,1,1,1,t,Southwark
8461996,28,1,1,1,1,f,Hackney
8512513,28,1,1,1,1,f,Harrow
8533791,28,1,1,1,1,f,Lambeth
9009760,28,1,1,1,1,f,Islington
9133338,28,1,1,1,1,f,Southwark
9286629,28,1,1,1,1,f,Waltham Forest
9860808,28,2,1,1,1,f,Camden
9904824,28,2,1,1,1,f,Camden
9959626,28,2,1,1,1,f,Barnet
10033534,28,1,1,1,1,f,Haringey
10316479,28,1,1,1,1,f,Haringey
10348662,28,1,1,1,1,f,Tower Hamlets
10739869,28,1,1,1,1,f,Camden
10860229,28,1,1,1,1,f,Camden
10892159,28,2,1,1,1,f,Hackney
10975929,28,2,1,1,1,f,Bromley
11011184,28,2,1,1,1,f,Barnet
11123120,28,2,1,1,1,t,Lewisham
11166295,28,2,1,1,1,f,Southwark
11272485,28,2,1,1,1,f,Brent
11300565,28,2,1,1,1,f,Croydon
11349944,28,3,1,1,1,f,Brent
11419506,28,2,1,1,1,f,Southwark
11432691,28,2,1,1,1,f,Camden
11635500,28,1,1,1,1,f,Islington
11712292,28,1,1,1,1,f,Hackney
11720167,28,1,1,1,1,f,Greenwich
11790506,28,2,1,1,1,f,Tower Hamlets
11847659,28,2,1,1,1,t,Hounslow
11917926,28,1,1,1,1,f,Hillingdon
12104955,28,1,1,1,1,f,Haringey
12271330,28,2,1,1,1,f,Hackney
12288337,28,2,1,1,1,f,Lambeth
12731877,28,2,1,1,1,f,Tower Hamlets
12792675,28,1,1,1,1,t,Wandsworth
12800277,28,2,1,1,1,f,Westminster
12848497,28,1,1,1,1,f,Barnet
13181603,28,2,1,1,1,f,Hackney
13245512,28,1,1,1,1,f,Merton
13272737,28,2,1,1,1,f,Hackney
13371852,28,1,1,1,1,f,Haringey
13372260,28,1,1,1,1,f,Islington
13556269,28,2,1,1,1,f,Hackney
13629629,28,2,1,1,1,f,Hackney
13656575,28,1,1,1,1,f,Tower Hamlets
13749845,28,1,1,1,1,f,Hounslow
13758288,28,2,1,1,1,t,Greenwich
13906109,28,2,1,1,1,f,Tower Hamlets
13932929,28,2,1,1,1,f,Kensington and Chelsea
14021798,28,2,1,1,1,f,Hackney
14099580,28,2,1,1,1,f,Islington
14103971,28,2,1,1,1,f,Hackney
14152633,28,2,1,1,1,f,Brent
14367533,28,2,1,1,2,f,Brent
14409817,28,1,1,1,1,f,Barnet
14943591,28,2,1,1,1,f,Tower Hamlets
15080022,28,1,1,1,1,f,Hackney
15234714,28,1,1,1,1,f,Lewisham
15313563,28,2,1,1,1,f,Lewisham
15574960,28,1,1,1,1,f,Hackney
15644934,28,1,1,1,1,f,Havering
15676205,28,1,1,1,1,f,Harrow
16119832,28,2,1,1,1,f,Bexley
16129523,28,2,1,1,1,f,Camden
16218947,28,2,1,1,1,f,Hammersmith and Fulham
16273514,28,2,1,1,1,f,Tower Hamlets
16375022,28,2,1,1,1,f,Waltham Forest
16451479,28,2,1,1,1,f,Hammersmith and Fulham
16462906,28,2,1,1,1,f,Lambeth
16610626,28,2,1,1,1,f,Haringey
16729468,28,3,1,1,1,f,Redbridge
17554693,28,1,1,1,1,f,Waltham Forest
17651997,28,1,1,1,1,f,Hackney
17816242,28,2,1,1,1,f,Redbridge
17845378,28,1,1,1,1,t,Barnet
17935825,28,2,1,1,1,f,Tower Hamlets
18063945,28,1,1,1,1,f,Hillingdon
18068706,28,2,1,1,1,f,Newham
18221842,28,1,1,1,1,f,Merton
18359844,28,1,1,1,1,f,Wandsworth
18559679,28,1,1,1,1,f,Tower Hamlets
18670685,28,1,1,1,1,f,Hammersmith and Fulham
18680574,28,2,1,1,1,f,Islington
18846669,28,2,1,1,1,f,Tower Hamlets
18958623,28,2,1,1,1,f,Tower Hamlets
19118455,28,1,1,1,1,f,Camden
19382403,28,2,1,1,1,f,Ealing
19425255,28,2,1,1,1,t,Lewisham
19470417,28,2,1,1,1,f,Wandsworth
19523870,28,2,1,1,2,f,Tower Hamlets
19637667,28,2,1,1,1,f,Westminster
19886569,28,4,1,1,1,f,Waltham Forest
19900537,28,2,1,1,1,f,Greenwich
20101802,28,2,1,1,1,f,Merton
20181592,28,2,1,1,1,f,Lewisham
20227405,28,2,1,1,1,f,Hackney
20233660,28,1,1,1,1,f,Hackney
20273921,28,1,1,1,1,f,Camden
20434201,28,1,1,1,1,f,Newham
20452943,28,2,1,1,1,f,Southwark
20556380,28,1,1,1,1,f,Camden
20587805,28,1,1,1,1,f,Barnet
20709739,28,2,1,1,1,f,Barking and Dagenham
21263900,28,2,1,1,1,f,Hackney
21264965,28,2,1,1,1,f,Hackney
21393782,28,1,1,1,1,f,Hackney
21444210,28,1,1,1,1,f,Hackney
21682742,28,2,1,1,1,f,Harrow
21688663,28,2,1,1,1,f,Redbridge
21770764,28,1,1,1,1,f,Kensington and Chelsea
21902359,28,2,1,1,1,f,Hackney
21940638,28,2,1,1,1,f,Westminster
21978040,28,1,1,1,1,f,Camden
22007520,28,2,1,1,1,f,Southwark
22123075,28,2,1,1,1,f,Hackney
22353298,28,1,1,1,1,f,Tower Hamlets
22394272,28,2,1,1,1,f,Westminster
22467994,28,2,1,1,1,f,Islington
22698027,28,1,1,1,1,f,Islington
22784433,28,1,1,1,1,f,Lewisham
22856888,28,2,1,1,1,f,Hackney
23298000,28,1,1,1,1,t,Haringey
23711620,28,1,1,1,1,f,Haringey
23760582,28,2,1,1,1,f,Southwark
23899276,28,2,1,1,1,t,Ealing
24054681,28,2,1,1,1,f,Hackney
24576238,28,2,1,1,1,t,Lewisham
24725138,28,2,1,1,1,f,Hackney
25101540,28,1,1,1,1,f,Redbridge
25112200,28,2,1,1,1,f,Camden
25177306,28,2,1,1,2,t,Newham
25212673,28,1,1,1,1,t,Newham
25278407,28,2,1,1,1,f,Hackney
25346622,28,2,1,1,1,f,Lewisham
25427359,28,1,1,1,1,f,Tower Hamlets
25965391,28,1,1,1,3,t,Bromley
26019317,28,2,1,1,1,f,Lewisham
26060319,28,2,1,1,1,f,Tower Hamlets
26078184,28,1,1,1,1,f,Lambeth
26082344,28,2,1,1,1,f,Newham
26189998,28,1,1,1,1,f,Haringey
26222722,28,1,1,1,1,f,Hackney
26245757,28,2,1,1,1,f,Sutton
26400351,28,1,1,1,3,t,Bromley
26654684,28,1,1,1,1,f,Westminster
26667218,28,2,1,1,1,f,Ealing
26765771,28,2,1,1,1,f,Hackney
26904009,28,2,1,1,1,f,Kingston upon Thames
26937681,28,2,1,1,1,f,Waltham Forest
27222331,28,2,1,1,1,f,Tower Hamlets
27575783,28,2,1,1,1,f,Waltham Forest
27920316,28,2,1,1,1,f,Southwark
28146248,28,1,1,1,1,t,Hillingdon
28244563,28,2,1,1,1,t,Harrow
28301618,28,2,1,1,1,t,Brent
28753479,28,1,1,1,1,f,Hackney
29063534,28,1,1,1,1,f,Sutton
29585108,28,2,1,1,1,f,Lewisham
29622758,28,2,1,1,1,f,Lambeth
29641199,28,1,1,1,1,f,Southwark
29935298,28,2,1,1,1,f,Bromley
30356234,28,1,1,1,1,f,Camden
30400628,28,1,1,1,1,f,Barnet
30850562,28,2,1,1,1,f,Wandsworth
30944600,28,2,1,1,1,f,Newham
30953391,28,2,1,1,1,f,Waltham Forest
31014040,28,2,1,1,1,f,Hackney
31162125,28,1,1,1,1,f,Enfield
31333349,28,2,1,1,1,f,Harrow
31479198,28,2,1,1,1,f,Redbridge
31511220,28,1,1,1,1,f,Hackney
31551749,28,1,1,1,1,f,Newham
31683531,28,2,1,1,1,t,Hillingdon
31703140,28,2,1,1,1,f,Barnet
32028500,28,2,1,1,1,f,Merton
32314349,28,1,1,1,1,f,Tower Hamlets
32660588,28,2,1,1,1,f,Waltham Forest
32709611,28,1,1,1,1,f,Haringey
32947131,28,2,1,1,1,f,Hackney
33238552,28,2,1,1,1,t,Lewisham
33322091,28,2,1,1,1,t,Lewisham
33463957,28,1,1,1,1,f,Barnet
33587465,28,1,1,1,1,f,Lewisham
33656142,28,1,1,1,1,f,Newham
33856305,28,1,1,1,1,f,Barnet
33868429,28,1,1,1,1,f,Islington
34073252,28,1,1,1,1,f,Enfield
34273014,28,2,1,1,1,f,Greenwich
34494827,28,1,1,1,1,t,Southwark
34710483,28,2,1,1,1,f,Tower Hamlets
34771121,28,1,1,1,1,f,Newham
35088711,28,1,1,1,1,f,Lewisham
35284127,28,2,1,1,1,t,Waltham Forest
35376115,28,2,1,1,1,f,Islington
35517226,28,2,1,1,1,f,Redbridge
35755942,28,4,1,1,1,f,Tower Hamlets
35890669,28,1,1,1,1,f,Tower Hamlets
36228228,28,2,1,1,1,f,Brent
36580824,28,1,1,1,1,t,Croydon
36730564,28,2,1,1,1,f,Islington
36819880,28,1,1,1,1,f,Barking and Dagenham
37455197,28,1,1,1,2,f,Islington
37561198,28,2,1,1,1,f,Bexley
37901934,28,1,1,1,2,f,Kensington and Chelsea
38949276,28,2,1,1,2,t,Camden
39698326,28,2,1,1,2,f,Ealing
39787207,28,1,1,1,1,f,Haringey
40049125,28,1,1,1,1,f,Hammersmith and Fulham
40088171,28,2,1,1,1,f,Lewisham
40320434,28,1,1,1,1,f,Lambeth
40610481,28,2,1,1,4,t,Lambeth
40617649,28,4,1,1,1,f,Waltham Forest
41667760,28,1,1,1,1,f,Croydon
41783175,28,2,1,1,1,f,Haringey
42203586,28,1,1,1,1,f,Hackney
42651227,28,2,1,1,1,f,Hillingdon
42769185,28,2,1,1,1,f,Barnet
42787138,28,1,1,1,1,f,Lambeth
42873159,28,1,1,1,1,f,Greenwich
43815174,28,1,1,1,1,f,Hackney
44260329,28,2,1,1,1,f,Wandsworth
44290704,28,1,1,1,1,f,Islington
44367068,28,2,1,1,1,f,Hackney
44485866,28,2,1,1,1,f,Westminster
44607489,28,2,1,1,1,f,Newham
44946105,28,1,1,1,1,f,Camden
45107679,28,2,1,1,1,f,Croydon
45398126,28,1,1,1,1,f,Brent
45501755,28,2,1,1,1,f,Wandsworth
45524396,28,1,1,1,1,f,Camden
45604073,28,1,1,1,1,f,Brent
45607985,28,1,1,1,1,f,Hounslow
45767170,28,1,1,1,1,f,Islington
45768039,28,1,1,1,1,f,Waltham Forest
45796668,28,2,1,1,1,f,Hackney
46538301,28,1,1,1,1,f,Hounslow
46704903,28,2,1,1,2,f,Tower Hamlets
46901038,28,1,1,1,1,f,Greenwich
46946059,28,3,1,1,4,f,Havering
46982415,28,1,1,1,2,f,Barnet
17799268,28,4,1,2,1,f,Tower Hamlets
19169708,28,4,1,2,1,f,Islington
21468597,28,4,1,2,1,f,Sutton
23461184,28,2,1,2,1,f,Harrow
24556181,28,1,1,2,1,f,Southwark
15090942,28,2,1,4,1,f,Westminster
145612,28,2,2,1,2,t,Ealing
384315,28,1,2,1,2,f,Hackney
391850,28,2,2,1,2,f,Lewisham
465361,28,1,2,1,1,f,Lambeth
4128910,28,2,2,1,1,f,Brent
5011101,28,2,2,1,1,f,Hackney
5638426,28,1,2,1,2,f,Lambeth
6050352,28,2,2,1,2,f,Westminster
6073396,28,2,2,1,1,f,Lewisham
6585164,28,1,2,1,2,f,Redbridge
7783328,28,1,2,1,2,f,Hounslow
7894736,28,2,2,1,2,f,Hackney
9743406,28,2,2,1,2,t,Southwark
9802386,28,2,2,1,1,f,Hackney
11339974,28,1,2,1,2,t,Barnet
11815139,28,1,2,1,1,f,Greenwich
12555518,28,1,2,1,2,f,Southwark
12597391,28,2,2,1,2,f,Richmond upon Thames
12722324,28,2,2,1,1,f,Tower Hamlets
12967777,28,2,2,1,2,t,Wandsworth
13152345,28,2,2,1,2,f,Hounslow
13662352,28,1,2,1,2,t,Greenwich
14239782,28,2,2,1,2,f,Lewisham
14371715,28,2,2,1,2,f,Hackney
14738570,28,2,2,1,2,f,Haringey
15316996,28,1,2,1,2,f,Brent
15742833,28,2,2,1,2,f,Barnet
15785721,28,1,2,1,2,t,Tower Hamlets
16564250,28,1,2,1,1,f,Southwark
17010438,28,1,2,1,1,f,Waltham Forest
17027346,28,1,2,1,1,f,Hackney
17231704,28,1,2,1,1,t,Croydon
17506445,28,2,2,1,2,t,Kensington and Chelsea
17674204,28,2,2,1,2,f,Barnet
17727505,28,2,2,1,3,f,Southwark
17769768,28,2,2,1,2,t,Greenwich
18106912,28,1,2,1,2,f,Waltham Forest
18204906,28,2,2,1,2,f,Southwark
18763122,28,2,2,1,1,t,Barnet
19022198,28,2,2,1,2,f,Tower Hamlets
19160223,28,1,2,1,2,f,Islington
19588853,28,2,2,1,2,f,Tower Hamlets
19861649,28,2,2,1,1,f,Tower Hamlets
20376017,28,2,2,1,2,f,Southwark
20460765,28,2,2,1,2,f,Newham
20613603,28,1,2,1,1,f,Hounslow
21005793,28,2,2,1,2,f,Richmond upon Thames
21025540,28,1,2,1,2,f,Barnet
21037335,28,2,2,1,2,f,Tower Hamlets
21181025,28,2,2,1,1,f,Tower Hamlets
21484084,28,2,2,1,2,t,Wandsworth
21603683,28,1,2,1,2,f,Greenwich
21872548,28,1,2,1,2,f,Tower Hamlets
22190097,28,2,2,1,1,f,Hackney
23230307,28,2,2,1,2,f,Bromley
23337574,28,2,2,1,2,f,Brent
23841755,28,1,2,1,2,t,Sutton
24104301,28,2,2,1,2,f,Southwark
24371001,28,2,2,1,2,t,Southwark
24809567,28,2,2,1,2,f,Camden
24815702,28,1,2,1,2,f,Lambeth
26522413,28,1,2,1,2,f,Southwark
26851651,28,2,2,1,2,f,Lambeth
26897598,28,1,2,1,2,t,Haringey
27037369,28,2,2,1,2,f,Greenwich
27333180,28,2,2,1,2,t,Merton
28105194,28,2,2,1,4,f,Hounslow
28603346,28,1,2,1,2,f,Hackney
28659225,28,2,2,1,1,f,Greenwich
28750509,28,1,2,1,2,f,Tower Hamlets
29389878,28,2,2,1,3,t,Bexley
30585109,28,1,2,1,2,f,Tower Hamlets
31170169,28,2,2,1,2,t,Bromley
31672713,28,2,2,1,3,f,Hillingdon
31680913,28,1,2,1,1,t,Harrow
32241181,28,2,2,1,2,f,Ealing
32809995,28,2,2,1,1,f,Barking and Dagenham
33010899,28,1,2,1,2,f,Kingston upon Thames
33045558,28,1,2,1,2,t,Ealing
33270433,28,1,2,1,2,f,Tower Hamlets
33482933,28,2,2,1,2,f,Hounslow
33550579,28,1,2,1,1,f,Islington
33926254,28,1,2,1,2,t,Hillingdon
34900910,28,1,2,1,1,f,Haringey
35509767,28,1,2,1,1,f,Ealing
35798342,28,1,2,1,2,f,Hackney
35929175,28,2,2,1,2,f,Barnet
35965511,28,2,2,1,2,f,Tower Hamlets
36378235,28,2,2,1,1,f,Southwark
36515310,28,1,2,1,3,f,Islington
37092821,28,1,2,1,2,f,Richmond upon Thames
37284326,28,2,2,1,2,f,Haringey
37288341,28,2,2,1,2,f,Haringey
37326458,28,2,2,1,1,t,Hackney
37926905,28,1,2,1,2,f,Brent
38445342,28,1,2,1,2,f,Croydon
39602625,28,2,2,1,2,f,Southwark
40469083,28,1,2,1,1,f,Southwark
40543423,28,2,2,1,2,f,Lewisham
41553586,28,1,2,1,1,f,Newham
41819053,28,2,2,1,1,t,Enfield
41983908,28,1,2,1,2,f,Southwark
42115607,28,1,2,1,2,t,Hounslow
42639129,28,1,2,1,1,f,Southwark
43085411,28,1,2,1,3,f,Merton
43814279,28,2,2,1,3,t,Bexley
44150897,28,1,2,1,2,f,Redbridge
45420300,28,1,2,1,2,f,Tower Hamlets
45636234,28,1,2,1,2,f,Camden
46179701,28,4,2,1,2,f,Newham
46217285,28,4,2,1,2,f,Tower Hamlets
46870803,28,1,2,1,2,f,Lambeth
46948157,28,1,2,1,2,f,Tower Hamlets
14689248,28,1,2,2,2,f,Lambeth
34432094,28,2,2,2,2,t,Southwark
542797,28,2,3,1,3,f,Waltham Forest
679709,28,1,3,1,3,f,Hounslow
886142,28,2,3,1,3,t,Hackney
5089596,28,2,3,1,3,f,Haringey
6229132,28,1,3,1,3,t,Southwark
7549788,28,2,3,1,3,f,Tower Hamlets
7615210,28,2,3,1,3,f,Tower Hamlets
7696395,28,2,3,1,3,f,Hammersmith and Fulham
9858598,28,1,3,1,1,f,Tower Hamlets
9934579,28,2,3,1,2,f,Hammersmith and Fulham
9987581,28,1,3,1,3,f,Hackney
10178746,28,1,3,1,3,f,Hackney
10874177,28,1,3,1,2,f,Hackney
11677317,28,3,3,1,1,f,Camden
11900075,28,2,3,1,3,f,Barnet
14729117,28,1,3,1,3,t,Lewisham
14849829,28,2,3,1,3,f,Lewisham
16622885,28,2,3,1,2,t,Ealing
18703240,28,2,3,1,3,f,Redbridge
18773077,28,1,3,1,3,f,Westminster
20869127,28,2,3,1,3,t,Newham
21943780,28,2,3,1,3,t,Islington
22297953,28,4,3,1,3,f,Hammersmith and Fulham
23434502,28,2,3,1,3,f,Hackney
24135293,28,2,3,1,3,f,Sutton
25259820,28,2,3,1,3,f,Hackney
26890233,28,1,3,1,3,t,Camden
28516046,28,1,3,1,2,t,Southwark
29031555,28,2,3,1,3,f,Westminster
29735934,28,2,3,1,3,f,Waltham Forest
30001919,28,3,3,1,2,t,Hounslow
30690635,28,1,3,1,3,t,Lambeth
30955543,28,2,3,1,3,t,Hackney
31191165,28,1,3,1,2,f,Greenwich
31384904,28,1,3,1,3,f,Newham
32402433,28,2,3,1,3,f,Westminster
32548873,28,1,3,1,3,f,Hammersmith and Fulham
33222789,28,2,3,1,1,f,Hillingdon
33661445,28,2,3,1,2,f,Tower Hamlets
33793389,28,1,3,1,2,f,Westminster
33987096,28,2,3,1,1,f,Camden
34773971,28,1,3,1,2,f,Westminster
38209290,28,1,3,1,3,f,Brent
38818913,28,1,3,1,3,f,Croydon
38998818,28,1,3,1,3,f,Brent
39237076,28,1,3,1,3,f,Brent
40230381,28,2,3,1,2,f,Wandsworth
40531355,28,1,3,1,3,f,Newham
42537301,28,2,3,1,4,f,Waltham Forest
44439294,28,2,3,1,2,f,Wandsworth
45244834,28,1,3,1,3,f,Wandsworth
45247292,28,1,3,1,3,f,Wandsworth
45619207,28,1,3,1,2,f,Tower Hamlets
45629845,28,1,3,1,3,f,Lambeth
45701665,28,1,3,1,3,f,Southwark
45919379,28,1,3,1,2,t,Lewisham
46932901,28,2,3,1,3,t,Croydon
29692926,28,1,3,2,3,f,Kensington and Chelsea
4744827,28,4,4,1,4,f,Hackney
7531424,28,1,4,1,3,f,Southwark
8232557,28,2,4,1,4,t,Tower Hamlets
10275317,28,1,4,1,3,f,Barnet
10642949,28,1,4,1,4,t,Lambeth
10870435,28,1,4,1,4,t,Lambeth
12051745,28,1,4,1,4,f,Hackney
14743671,28,2,4,1,4,f,Tower Hamlets
15465132,28,1,4,1,4,t,Newham
20511404,28,1,4,1,1,f,Tower Hamlets
21161562,28,2,4,1,4,f,Hackney
21241365,28,2,4,1,3,f,Tower Hamlets
21431991,28,2,4,1,4,f,Newham
23922075,28,1,4,1,2,f,Greenwich
24328620,28,2,4,1,4,f,Greenwich
24867030,28,2,4,1,4,f,Greenwich
26527716,28,2,4,1,4,f,Redbridge
29454031,28,2,4,1,3,f,Islington
30334585,28,1,4,1,3,t,Wandsworth
30815293,28,2,4,1,1,f,Southwark
31220750,28,2,4,1,4,f,Tower Hamlets
32691581,28,2,4,1,1,f,Bromley
36233124,28,1,4,1,3,t,Lambeth
36550237,28,1,4,1,3,f,Brent
42585755,28,1,4,1,2,f,Westminster
43053597,28,1,4,1,4,f,Kensington and Chelsea
45604301,28,1,4,1,3,f,Barnet
46368385,28,1,4,1,4,f,Westminster
391529,28,1,5,1,5,t,Greenwich
1345293,28,2,5,1,6,f,Westminster
3501252,28,2,5,1,5,f,Haringey
6097361,28,2,5,1,6,f,Westminster
7201161,28,1,5,1,2,t,Haringey
9628045,28,1,5,1,5,f,Hackney
12801950,28,1,5,1,5,t,Greenwich
13918681,28,1,5,1,5,t,Greenwich
14071888,28,2,5,1,5,f,Southwark
14735250,28,5,5,1,5,f,Wandsworth
18654639,28,1,5,1,4,t,Tower Hamlets
19315129,28,2,5,1,5,f,Southwark
19454442,28,1,5,1,5,f,Southwark
20477955,28,3,5,1,5,f,Newham
21806118,28,1,5,1,5,t,Greenwich
30895716,28,2,5,1,5,f,Brent
38703279,28,2,5,1,6,f,Westminster
39890824,28,1,5,1,5,f,Ealing
40721576,28,2,5,1,6,f,Newham
42263932,28,1,5,1,5,t,Barnet
42305561,28,1,5,1,1,f,Redbridge
44982538,28,2,5,1,4,t,Redbridge
45187136,28,2,5,1,4,t,Tower Hamlets
6989366,28,2,6,1,3,f,Lambeth
8527086,28,1,6,1,6,t,Greenwich
10601670,28,1,6,1,6,t,Greenwich
17005261,28,2,6,1,5,f,Wandsworth
19018199,28,2,6,1,6,f,Lambeth
20135600,28,2,6,1,7,t,Redbridge
20788377,28,2,6,1,10,f,Camden
29505549,28,1,6,1,4,f,Wandsworth
35762526,28,1,6,1,3,f,Barnet
38064375,28,2,6,1,6,f,Westminster
39747912,28,2,6,1,2,f,Lambeth
44536285,28,2,6,1,6,f,Tower Hamlets
6521539,28,4,7,1,6,f,Brent
6720954,28,4,7,1,6,f,Brent
11923942,28,2,7,1,3,f,Croydon
12350225,28,4,7,1,7,f,Brent
13918501,28,4,7,1,2,f,Greenwich
20409088,28,2,7,1,6,f,Brent
21656572,28,4,7,1,7,f,Brent
23042512,28,2,7,1,6,f,Brent
23060293,28,4,7,1,6,f,Brent
35839927,28,4,7,1,6,f,Lewisham
37991825,28,3,7,1,6,f,Merton
44057568,28,2,7,1,7,f,Lambeth
18861888,28,1,8,1,7,f,Waltham Forest
22313587,28,2,8,1,7,f,Lambeth
34121972,28,2,8,1,5,f,Lambeth
37122608,28,1,8,1,9,f,Lewisham
26286114,28,2,9,1,9,f,Islington
29774573,28,2,9,1,9,f,Islington
36074781,28,2,9,1,9,f,Newham
36205477,28,4,9,1,6,f,Newham
40505142,28,2,9,1,1,f,Westminster
4128842,28,1,10,1,1,f,Camden
7180348,28,2,10,1,10,f,Barnet
21425596,28,2,10,1,9,f,Tower Hamlets
79129,29,2,1,1,1,t,Merton
254996,29,1,1,1,1,t,Ealing
318287,29,1,1,1,1,t,Waltham Forest
324055,29,2,1,1,1,f,Newham
356040,29,2,1,1,1,f,Lewisham
420083,29,2,1,1,1,f,Lewisham
521547,29,2,1,1,1,t,Lewisham
1605623,29,2,1,1,1,t,Islington
1668374,29,1,1,1,1,f,Southwark
2120417,29,2,1,1,1,f,Tower Hamlets
2231172,29,1,1,1,1,f,Hackney
2388759,29,2,1,1,1,f,Hackney
3114243,29,2,1,1,2,f,Hillingdon
3120258,29,2,1,1,1,f,Tower Hamlets
3259990,29,2,1,1,1,t,Barnet
4012401,29,3,1,1,2,f,Camden
4132107,29,2,1,1,1,f,Tower Hamlets
4644465,29,2,1,1,1,t,Harrow
4723195,29,2,1,1,1,t,Camden
4838685,29,2,1,1,1,f,Southwark
5011765,29,2,1,1,1,f,Ealing
5409087,29,2,1,1,1,f,Hackney
5441224,29,2,1,1,1,f,Wandsworth
5564108,29,1,1,1,1,f,Haringey
6051366,29,1,1,1,1,t,Merton
6137157,29,1,1,1,1,t,Enfield
6182640,29,1,1,1,1,f,Islington
6480236,29,1,1,1,2,f,Tower Hamlets
6498157,29,1,1,1,1,t,Hillingdon
6552713,29,2,1,1,1,f,Waltham Forest
6597249,29,1,1,1,1,f,Lambeth
6601756,29,2,1,1,3,f,Hackney
6606399,29,2,1,1,1,f,Haringey
6815767,29,1,1,1,1,f,Lambeth
7073226,29,2,1,1,1,f,Lewisham
7131200,29,1,1,1,1,f,Hackney
7237971,29,2,1,1,1,f,Hackney
7283543,29,2,1,1,1,f,Hackney
7409695,29,2,1,1,1,f,Tower Hamlets
7458222,29,2,1,1,1,f,Tower Hamlets
7581145,29,1,1,1,1,f,Islington
7617894,29,2,1,1,1,f,Hackney
8143867,29,1,1,1,1,f,Islington
8352541,29,2,1,1,1,f,Kensington and Chelsea
8441801,29,2,1,1,1,t,Croydon
8502665,29,1,1,1,1,f,Camden
8794501,29,2,1,1,1,f,Hackney
8931066,29,2,1,1,1,f,Lewisham
9132431,29,2,1,1,1,f,Enfield
9368919,29,2,1,1,1,f,Hackney
9454659,29,2,1,1,1,t,Ealing
9679891,29,1,1,1,1,f,Hackney
10058571,29,2,1,1,1,t,Hackney
10136216,29,2,1,1,1,f,Islington
10228398,29,2,1,1,1,f,Wandsworth
10322681,29,2,1,1,1,f,Hackney
10630111,29,2,1,1,1,f,Newham
11160570,29,2,1,1,1,f,Barking and Dagenham
11319336,29,2,1,1,1,f,Haringey
11523459,29,2,1,1,1,f,Southwark
11666331,29,1,1,1,1,f,Hackney
12182301,29,1,1,1,2,f,Brent
12196194,29,1,1,1,1,f,Brent
12417651,29,1,1,1,1,f,Bromley
12421153,29,2,1,1,1,f,Haringey
12526271,29,1,1,1,1,f,Tower Hamlets
12555796,29,2,1,1,1,f,Wandsworth
12563197,29,2,1,1,1,f,Southwark
12578289,29,2,1,1,2,f,Haringey
12894601,29,2,1,1,1,f,Haringey
12942039,29,2,1,1,1,f,Newham
13019730,29,2,1,1,1,f,Southwark
13124162,29,1,1,1,1,f,Lewisham
13136682,29,2,1,1,1,f,Tower Hamlets
13312259,29,1,1,1,1,f,Hackney
13447054,29,2,1,1,1,f,Hackney
13620478,29,10,1,1,1,f,Ealing
13728982,29,2,1,1,1,f,Tower Hamlets
13757856,29,2,1,1,1,f,Hackney
13768239,29,2,1,1,1,f,Hackney
13775401,29,2,1,1,1,f,Hammersmith and Fulham
13817737,29,2,1,1,1,f,Wandsworth
13952138,29,2,1,1,1,f,Hackney
14173443,29,2,1,1,1,f,Newham
14216350,29,2,1,1,1,f,Haringey
14231053,29,2,1,1,1,f,Brent
14414951,29,2,1,1,1,f,Wandsworth
14420544,29,2,1,1,1,t,Hackney
15106846,29,2,1,1,1,f,Tower Hamlets
15176097,29,2,1,1,1,f,Lambeth
15393193,29,2,1,1,1,f,Enfield
15458468,29,2,1,1,1,f,Tower Hamlets
15529515,29,1,1,1,1,t,Ealing
15617320,29,2,1,1,1,f,Islington
15661500,29,1,1,1,1,f,Enfield
15985463,29,2,1,1,1,f,Lambeth
16001039,29,2,1,1,1,f,Newham
16120154,29,1,1,1,1,f,Haringey
16146356,29,2,1,1,1,f,Lambeth
16365994,29,1,1,1,1,f,Hackney
16697249,29,2,1,1,1,f,Richmond upon Thames
17012209,29,2,1,1,1,f,Islington
17100477,29,1,1,1,1,f,Richmond upon Thames
17298733,29,2,1,1,1,t,Harrow
17583214,29,1,1,1,1,t,Croydon
17639291,29,1,1,1,1,f,Islington
17728651,29,2,1,1,1,f,Lewisham
18147386,29,2,1,1,1,f,Hackney
18152390,29,1,1,1,1,f,Hackney
18264381,29,2,1,1,1,f,Lewisham
18265311,29,1,1,1,1,f,Hackney
18697944,29,2,1,1,1,f,Hackney
18772624,29,2,1,1,1,f,Lambeth
18855623,29,1,1,1,1,f,Hackney
18862873,29,2,1,1,1,t,Barnet
18892742,29,1,1,1,1,f,Wandsworth
19015072,29,2,1,1,1,f,Hackney
19221523,29,1,1,1,1,f,Havering
19514679,29,2,1,1,1,t,Brent
19530509,29,1,1,1,1,f,Camden
19545867,29,2,1,1,1,f,Lewisham
19617705,29,2,1,1,1,f,Hounslow
19621252,29,1,1,1,1,f,Haringey
19625377,29,1,1,1,1,f,Southwark
19804959,29,1,1,1,1,f,Westminster
